,ramping,1-load_factor,average_daily_peak,peak_demand,net_electricity_consumption,quadratic,total
0,1.1380447149276733,1.0878189330472314,1.0829411745071411,1.2416574954986572,1.0423802137374878,1.1538289785385132,1.1244452517094505
1,1.1515429019927979,1.0827016432265488,1.0819393396377563,1.2349475622177124,1.0429145097732544,1.1573940515518188,1.1252400013999815
2,1.144919753074646,1.074637323760349,1.0880705118179321,1.2252343893051147,1.0433388948440552,1.1602765321731567,1.1227462341625423
3,0.8715119361877441,1.050921808190265,0.9851691126823425,1.2293213605880737,0.9977286458015442,1.042704701423645,1.0295595941456024
4,0.7731623649597168,0.9606845778438078,0.8888511657714844,1.0711987018585205,0.9986985921859741,0.9860194325447083,0.946435805860702
5,0.7372137308120728,0.9253698858692996,0.8608988523483276,1.0489455461502075,1.005110740661621,0.9847240447998047,0.9270438001068889
6,0.7303870916366577,0.902683846295019,0.8509209752082825,0.9974053502082825,1.003644585609436,0.977335512638092,0.9103962269326283
7,0.7395162582397461,0.8951010247853489,0.8499971032142639,0.9969754815101624,1.0018067359924316,0.9724536538124084,0.9093083762590602
8,0.6207059621810913,0.8854237111814788,0.8374483585357666,1.0081406831741333,0.9962252378463745,0.9595192074775696,0.8845771933994024
9,0.6135349273681641,0.8860926087043111,0.8333089351654053,0.9719316959381104,0.9946792721748352,0.9555411338806152,0.8758480955385736
10,0.612847626209259,0.8793593965555687,0.8293737173080444,0.9606587290763855,0.9929405450820923,0.9521455764770508,0.8712209317847335
11,0.6022372245788574,0.8791777702353013,0.8258938193321228,0.9422227740287781,0.9917765855789185,0.9493171572685242,0.8651042218370838
